16,-308,873
18,-297,874
18,-297,874
18,-297,874
18,-297,874
18,-298,871
18,-298,871
18,-298,871
18,-300,874
18,-300,874
20,-309,876
20,-309,876
20,-309,876
20,-309,876
20,-303,874
20,-303,874
28,-290,844
28,-290,844
19,-301,873
19,-301,873
19,-301,873
19,-301,873
21,-308,871
21,-308,871
21,-308,871
18,-296,876
18,-296,876
18,-302,875
18,-302,875
18,-302,875
18,-302,875
18,-302,875
22,-298,872
22,-298,872
22,-298,872
22,-298,872
18,-301,875
18,-301,875
18,-301,875
18,-301,875
18,-301,875
19,-305,872
19,-305,872
19,-305,872
19,-305,872
19,-305,872
19,-298,875
19,-298,875
19,-298,875
19,-298,875
19,-298,875
19,-298,875
19,-298,875
19,-298,875
19,-298,875
27,-302,872
27,-302,872
27,-302,872
27,-302,872
27,-302,872
14,-300,864
14,-300,864
14,-300,864
14,-300,864
21,-298,864
21,-298,864
21,-298,864
21,-298,864
19,-299,873
19,-299,873
19,-299,873
19,-299,873
19,-299,873
22,-295,869
22,-295,869
22,-295,869
22,-295,869
22,-304,871
22,-304,871
22,-304,871
21,-301,874
21,-301,874
21,-301,874
21,-301,874
21,-301,874
32,-294,887
32,-294,887
32,-294,887
32,-294,887
32,-294,887
17,-297,871
17,-297,871
17,-297,871
17,-297,871
19,-302,873
19,-302,873
19,-302,873
19,-302,873
19,-302,873
20,-298,870
20,-298,870
20,-298,870
20,-298,870
20,-298,870
19,-309,871
19,-309,871
19,-309,871
19,-309,871
22,-297,874
22,-297,874
22,-297,874
22,-297,874
22,-297,874
21,-304,874
21,-304,874
21,-304,874
21,-304,874
21,-297,872
21,-297,872
21,-297,872
21,-297,872
21,-297,872
20,-300,873
20,-300,873
20,-300,873
20,-300,873
22,-306,874
22,-306,874
22,-306,874
22,-306,874
21,-299,873
21,-299,873
21,-299,873
21,-299,873
21,-299,873
22,-304,894
22,-304,894
22,-304,894
22,-304,894
22,-304,894
41,-287,842
41,-287,842
41,-287,842
27,-308,875
27,-308,875
27,-308,875
20,-299,874
20,-299,874
20,-299,874
20,-299,874
20,-299,874
21,-300,875
21,-300,875
21,-300,875
21,-300,875
20,-299,872
20,-299,872
20,-299,872
20,-299,872
20,-299,872
18,-299,873
18,-299,873
18,-299,873
18,-299,873
20,-308,873
20,-308,873
20,-308,873
20,-308,873
20,-301,874
20,-301,874
20,-301,874
20,-301,874
20,-301,874
16,-297,842
16,-297,842
16,-297,842
16,-297,842
16,-297,842
59,-284,860
59,-284,860
59,-284,860
59,-284,860
27,-322,889
27,-322,889
27,-322,889
27,-322,889
19,-306,874
19,-306,874
19,-306,874
19,-306,874
19,-306,874
20,-298,874
20,-298,874
20,-298,874
20,-298,874
18,-301,873
18,-301,873
18,-301,873
18,-301,873
18,-301,873
6,-306,874
6,-306,874
6,-306,874
6,-306,874
10,-316,869
10,-316,869
10,-316,869
10,-316,869
10,-316,869
8,-306,866
8,-306,866
8,-306,866
8,-306,866
8,-306,866
2,-308,869
2,-308,869
2,-308,869
2,-308,869
2,-308,869
3,-308,873
3,-308,873
3,-308,873
3,-308,873
3,-308,873
3,-303,873
3,-303,873
3,-303,873
3,-303,873
3,-303,873
-11,-271,843
-11,-271,843
-11,-271,843
-11,-271,843
-11,-271,843
-39,-232,890
-39,-232,890
-39,-232,890
-39,-232,890
-39,-232,890
-39,-232,890
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-54,-145,881
-160,24,868
-160,24,868
-160,24,868
-236,142,799
-236,142,799
-236,142,799
-236,142,799
-236,142,799
-308,231,702
-308,231,702
-308,231,702
-308,231,702
-308,231,702
-332,316,576
-332,316,576
-332,316,576
-332,316,576
-321,362,504
-321,362,504
-321,362,504
-321,362,504
-321,362,504
-300,383,436
-300,383,436
-300,383,436
-300,383,436
-290,392,432
-290,392,432
-290,392,432
-290,392,432
-259,415,438
-259,415,438
-259,415,438
-259,415,438
-244,422,433
-244,422,433
-244,422,433
-244,422,433
-244,422,433
-225,435,432
-225,435,432
-225,435,432
-225,435,432
-212,483,456
-212,483,456
-212,483,456
-212,483,456
-182,450,456
-182,450,456
-182,450,456
-182,450,456
-182,450,456
-194,447,423
-194,447,423
-194,447,423
-194,447,423
-194,447,423
-207,430,369
-207,430,369
-207,430,369
-207,430,369
-204,437,319
-204,437,319
-204,437,319
-204,437,319
-193,429,266
-193,429,266
-193,429,266
-193,429,266
-172,433,265
-172,433,265
-172,433,265
-172,433,265
-172,433,265
-154,440,259
-154,440,259
-154,440,259
-154,440,259
-154,440,259
-156,433,248
-156,433,248
-156,433,248
-156,433,248
-163,431,239
-163,431,239
-163,431,239
-163,431,239
-145,435,228
-145,435,228
-145,435,228
-145,435,228
-145,435,228
-145,435,228
-132,419,246
-120,437,214
-120,437,214
-120,437,214
-120,437,214
-112,435,206
-112,435,206
-112,435,206
-112,435,206
-112,435,206
-106,427,201
-106,427,201
-106,427,201
-106,427,201
-106,427,201
-99,427,193
-99,427,193
-99,427,193
-99,427,193
-91,436,169
-91,436,169
-91,436,169
-91,436,169
-91,436,169
-78,402,142
-78,402,142
-78,402,142
-78,402,142
-95,400,131
-95,400,131
-95,400,131
-95,400,131
-95,400,131
-102,383,117
-102,383,117
-102,383,117
-102,383,117
-102,383,117
-134,369,100
-134,369,100
-134,369,100
-134,369,100
-134,369,100
-134,369,100
-134,369,100
-134,369,100
-134,369,100
-134,369,100
-208,310,80
-208,310,80
-208,310,80
-257,261,66
-257,261,66
-257,261,66
-257,261,66
-257,261,66
-289,220,61
-289,220,61
-289,220,61
-289,220,61
-312,185,63
-312,185,63
-312,185,63
-312,185,63
-312,185,63
-356,150,75
-356,150,75
-356,150,75
-355,98,54
-355,98,54
-355,98,54
-355,98,54
-355,98,54
-400,48,73
-400,48,73
-400,48,73
-400,48,73
-400,48,73
-416,0,76
-416,0,76
-416,0,76
-416,0,76
-416,0,76
-418,-68,72
-418,-68,72
-418,-68,72
-418,-68,72
-424,-140,72
-424,-140,72
-424,-140,72
-424,-140,72
-424,-140,72
-481,-176,152
-481,-176,152
-481,-176,152
-481,-176,152
-473,-259,206
-473,-259,206
-473,-259,206
-473,-259,206
-481,-333,247
-481,-333,247
-481,-333,247
-481,-333,247
-452,-436,286
-452,-436,286
-452,-436,286
-385,-515,304
-385,-515,304
-385,-515,304
-385,-515,304
-364,-541,344
-364,-541,344
-364,-541,344
-354,-557,397
-354,-557,397
-354,-557,397
-336,-576,439
-336,-576,439
-336,-576,439
-344,-561,482
-344,-561,482
-344,-561,482
-344,-561,482
-312,-569,503
-312,-569,503
-312,-569,503
-308,-562,566
-308,-562,566
-308,-562,566
-308,-562,566
-272,-519,656
-272,-519,656
-272,-519,656
-272,-519,656
-272,-519,656
-192,-459,765
-192,-459,765
-192,-459,765
-192,-459,765
-129,-370,836
-129,-370,836
-129,-370,836
-129,-370,836
-45,-243,882
-45,-243,882
-45,-243,882
-45,-243,882
41,-118,881
41,-118,881
41,-118,881
41,-118,881
108,-54,887
108,-54,887
108,-54,887
108,-54,887
171,23,858
171,23,858
171,23,858
171,23,858
171,23,858
226,94,820
226,94,820
226,94,820
226,94,820
226,94,820
259,151,780
259,151,780
259,151,780
259,151,780
276,222,728
276,222,728
276,222,728
276,222,728
276,222,728
272,281,684
272,281,684
272,281,684
272,281,684
272,281,684
264,320,648
264,320,648
264,320,648
264,320,648
264,320,648
257,346,614
257,346,614
257,346,614
257,346,614
257,346,614
287,377,580
287,377,580
287,377,580
287,377,580
227,406,567
227,406,567
227,406,567
227,406,567
227,406,567
193,427,515
193,427,515
193,427,515
193,427,515
193,427,515
189,441,474
189,441,474
189,441,474
189,441,474
189,441,474
192,448,448
192,448,448
192,448,448
192,448,448
192,448,448
216,442,430
216,442,430
216,442,430
216,442,430
216,442,430
216,442,430
254,425,408
254,425,408
254,425,408
254,425,408
254,425,408
287,408,397
287,408,397
287,408,397
287,408,397
287,408,397
396,377,356
396,377,356
396,377,356
396,377,356
396,377,356
361,335,322
361,335,322
361,335,322
361,335,322
424,298,316
424,298,316
424,298,316
424,298,316
424,298,316
476,253,326
476,253,326
476,253,326
476,253,326
476,253,326
520,169,310
520,169,310
520,169,310
520,169,310
546,56,267
546,56,267
546,56,267
546,56,267
546,56,267
572,-28,219
572,-28,219
572,-28,219
572,-28,219
578,-121,237
578,-121,237
578,-121,237
578,-121,237
608,-201,311
608,-201,311
608,-201,311
608,-201,311
608,-201,311
667,-246,356
667,-246,356
667,-246,356
667,-246,356
667,-246,356
559,-313,371
559,-313,371
559,-313,371
559,-313,371
564,-360,416
564,-360,416
564,-360,416
564,-360,416
520,-451,444
520,-451,444
520,-451,444
520,-451,444
520,-451,444
456,-545,427
456,-545,427
456,-545,427
424,-581,384
424,-581,384
424,-581,384
424,-581,384
385,-611,356
385,-611,356
385,-611,356
385,-611,356
385,-611,356
384,-619,298
384,-619,298
384,-619,298
384,-619,298
351,-619,213
351,-619,213
351,-619,213
351,-619,213
298,-628,181
298,-628,181
298,-628,181
298,-628,181
298,-628,181
248,-647,166
248,-647,166
248,-647,166
222,-638,151
222,-638,151
222,-638,151
222,-638,151
186,-646,129
186,-646,129
186,-646,129
186,-646,129
186,-646,129
156,-635,109
156,-635,109
140,-619,86
140,-619,86
140,-619,86
140,-619,86
140,-619,86
144,-598,60
144,-598,60
144,-598,60
144,-598,60
144,-598,60
162,-553,14
224,-458,-27
224,-458,-27
224,-458,-27
224,-458,-27
224,-458,-27
257,-465,-19
257,-465,-19
257,-465,-19
257,-465,-19
295,-403,-29
295,-403,-29
295,-403,-29
295,-403,-29
295,-403,-29
417,-217,-11
417,-217,-11
417,-217,-11
417,-217,-11
476,-108,33
476,-108,33
476,-108,33
476,-108,33
476,-108,33
487,-12,90
487,-12,90
487,-12,90
487,-12,90
504,57,154
504,57,154
504,57,154
504,57,154
526,98,198
526,98,198
526,98,198
526,98,198
526,98,198
488,177,213
488,177,213
488,177,213
456,234,232
456,234,232
456,234,232
456,234,232
456,234,232
419,264,238
419,264,238
419,264,238
419,264,238
360,323,220
360,323,220
360,323,220
290,375,239
290,375,239
290,375,239
290,375,239
290,375,239
248,397,253
248,397,253
248,397,253
248,397,253
184,444,272
184,444,272
184,444,272
184,444,272
184,444,272
124,458,284
124,458,284
124,458,284
124,458,284
124,458,284
30,469,338
30,469,338
30,469,338
30,469,338
-62,476,372
-62,476,372
-62,476,372
-62,476,372
-62,476,372
-144,457,372
-144,457,372
-144,457,372
-144,457,372
-182,449,429
-182,449,429
-182,449,429
-182,449,429
-182,449,429
-182,449,429
-182,449,429
-182,449,429
-182,449,429
-279,365,564
-279,365,564
-279,365,564
-279,365,564
-279,365,564
-304,294,617
-304,294,617
-304,294,617
-304,294,617
-360,222,643
-360,222,643
-360,222,643
-360,222,643
-402,180,643
-402,180,643
-402,180,643
-402,180,643
-402,180,643
-402,153,649
-402,153,649
-402,153,649
-402,153,649
-368,127,678
-368,127,678
-368,127,678
-368,127,678
-355,111,728
-355,111,728
-355,111,728
-355,111,728
-355,111,728
-325,69,781
-325,69,781
-325,69,781
-325,69,781
-325,69,781
-266,42,804
-266,42,804
-266,42,804
-266,42,804
-200,7,852
-200,7,852
-200,7,852
-200,7,852
-200,7,852
-136,-41,877
-136,-41,877
-136,-41,877
-136,-41,877
-68,-74,886
-68,-74,886
-68,-74,886
-68,-74,886
18,-119,919
18,-119,919
18,-119,919
18,-119,919
18,-119,919
81,-145,889
81,-145,889
81,-145,889
81,-145,889
104,-139,887
104,-139,887
104,-139,887
104,-139,887
104,-139,887
119,-168,883
119,-168,883
119,-168,883
119,-168,883
119,-168,883
188,-179,864
188,-179,864
188,-179,864
188,-179,864
188,-179,864
288,-144,814
288,-144,814
288,-144,814
288,-144,814
321,-124,805
321,-124,805
321,-124,805
321,-124,805
321,-124,805
372,-99,776
372,-99,776
376,-75,766
376,-75,766
376,-75,766
376,-75,766
376,-75,766
385,-91,766
385,-91,766
385,-91,766
385,-91,766
385,-91,766
418,-110,738
418,-110,738
418,-110,738
418,-110,738
418,-110,738
498,-181,680
498,-181,680
498,-181,680
498,-181,680
498,-181,680
512,-151,614
512,-151,614
512,-151,614
512,-151,614
512,-151,614
548,-155,580
548,-155,580
548,-155,580
548,-155,580
548,-155,580
583,-141,549
583,-141,549
583,-141,549
583,-141,549
591,-145,511
591,-145,511
591,-145,511
591,-145,511
591,-145,511
592,-179,440
592,-179,440
592,-179,440
592,-179,440
608,-225,396
608,-225,396
608,-225,396
608,-225,396
608,-225,396
639,-221,318
639,-221,318
639,-221,318
639,-221,318
584,-196,231
584,-196,231
584,-196,231
595,-198,207
595,-198,207
595,-198,207
595,-198,207
588,-164,181
588,-164,181
588,-164,181
588,-164,181
588,-164,181
552,-163,131
552,-163,131
552,-163,131
552,-163,131
608,-171,128
608,-171,128
608,-171,128
608,-171,128
608,-171,128
530,-184,106
530,-184,106
530,-184,106
530,-184,106
530,-184,106
530,-184,106
530,-184,106
530,-184,106
530,-184,106
530,-184,106
489,-175,56
489,-175,56
489,-175,56
489,-175,56
489,-175,56
472,-171,38
472,-171,38
472,-171,38
472,-171,38
472,-171,38
456,-196,13
456,-196,13
456,-196,13
456,-196,13
424,-213,-10
424,-213,-10
424,-213,-10
424,-213,-10
406,-209,-27
406,-209,-27
406,-209,-27
406,-209,-27
406,-209,-27
406,-209,-27
406,-209,-27
406,-209,-27
406,-209,-27
406,-209,-27
341,-190,-65
341,-190,-65
341,-190,-65
341,-190,-65
299,-203,-87
299,-203,-87
299,-203,-87
299,-203,-87
268,-207,-93
268,-207,-93
268,-207,-93
268,-207,-93
268,-207,-93
258,-191,-100
258,-191,-100
258,-191,-100
224,-202,-110
224,-202,-110
224,-202,-110
224,-202,-110
168,-221,-118
168,-221,-118
168,-221,-118
142,-233,-121
142,-233,-121
142,-233,-121
142,-233,-121
111,-242,-124
111,-242,-124
111,-242,-124
111,-242,-124
111,-242,-124
58,-221,-130
58,-221,-130
58,-221,-130
58,-221,-130
-3,-198,-127
-3,-198,-127
-3,-198,-127
-3,-198,-127
-56,-204,-121
-56,-204,-121
-56,-204,-121
-56,-204,-121
-56,-204,-121
-113,-185,-109
-113,-185,-109
-113,-185,-109
-113,-185,-109
-113,-185,-109
-172,-182,-86
-172,-182,-86
-172,-182,-86
-172,-182,-86
-240,-180,-53
-240,-180,-53
-240,-180,-53
-240,-180,-53
-273,-176,-27
-273,-176,-27
-273,-176,-27
-273,-176,-27
-273,-176,-27
-324,-180,5
-324,-180,5
-324,-180,5
-324,-180,5
-387,-174,58
-387,-174,58
-387,-174,58
-387,-174,58
-424,-177,112
-424,-177,112
-424,-177,112
-424,-177,112
-424,-177,112
-501,-188,186
-501,-188,186
-501,-188,186
-503,-184,227
-503,-184,227
-503,-184,227
-503,-184,227
-496,-202,264
-496,-202,264
-496,-202,264
-496,-202,264
-536,-205,319
-536,-205,319
-536,-205,319
-544,-185,369
-544,-185,369
-544,-185,369
-544,-185,369
-552,-182,429
-552,-182,429
-552,-182,429
-552,-182,429
-563,-177,455
-563,-177,455
-563,-177,455
-563,-177,455
-544,-175,499
-544,-175,499
-544,-175,499
-544,-175,499
-520,-169,528
-520,-169,528
-520,-169,528
-520,-169,528
-520,-169,528
-512,-159,543
-512,-159,543
-512,-159,543
-512,-159,543
-505,-160,550
-505,-160,550
-505,-160,550
-505,-160,550
-539,-105,562
-539,-105,562
-539,-105,562
-539,-105,562
-539,-105,562
-535,-103,562
-535,-103,562
-535,-103,562
-535,-103,562
-500,-101,586
-500,-101,586
-500,-101,586
-500,-101,586
-500,-101,586
-512,-62,583
-512,-62,583
-512,-62,583
-513,-14,573
-513,-14,573
-513,-14,573
-513,-14,573
-513,-14,573
-501,21,599
-501,21,599
-501,21,599
-501,21,599
-476,27,651
-476,27,651
-476,27,651
-476,27,651
-476,27,651
-440,16,667
-440,16,667
-440,16,667
-440,16,667
-411,26,685
-411,26,685
-411,26,685
-411,26,685
-411,26,685
-412,17,713
-412,17,713
-412,17,713
-412,17,713
-363,51,734
-363,51,734
-363,51,734
-363,51,734
-363,51,734
-392,60,719
-392,60,719
-392,60,719
-392,60,719
-392,60,719
-352,71,749
-352,71,749
-352,71,749
-352,71,749
-352,71,749
-344,44,766
-344,44,766
-344,44,766
-344,44,766
-329,64,796
-329,64,796
-329,64,796
-329,64,796
-329,64,796
-329,64,796
-292,12,796
-292,12,796
-292,12,796
-292,12,796
-292,12,796
-291,-24,813
-291,-24,813
-291,-24,813
-291,-24,813
-276,-64,824
-276,-64,824
-276,-64,824
-276,-64,824
-276,-64,824
-214,-54,822
-214,-54,822
-214,-54,822
-214,-54,822
-214,-54,822
-270,-113,830
-270,-113,830
-270,-113,830
-270,-113,830
-260,-139,854
-260,-139,854
-260,-139,854
-258,-185,840
-258,-185,840
-258,-185,840
-258,-185,840
-258,-185,840
-264,-199,828
-264,-199,828
-249,-200,833
-249,-200,833
-249,-200,833
-249,-200,833
-249,-200,833
-249,-200,833
-249,-200,833
-249,-200,833
-249,-200,833
-249,-200,833
-256,-328,801
-256,-328,801
-256,-328,801
-256,-328,801
-256,-328,801
-264,-417,745
-264,-417,745
-264,-417,745
-264,-417,745
-272,-480,725
-272,-480,725
-272,-480,725
-272,-480,725
-272,-480,725
-257,-522,672
-257,-522,672
-257,-522,672
-257,-522,672
-257,-522,672
-257,-522,672
-257,-522,672
-257,-522,672
-257,-522,672
-257,-522,672
-277,-568,589
-277,-568,589
-277,-568,589
-277,-568,589
-277,-568,589
-289,-599,518
-289,-599,518
-289,-599,518
-289,-599,518
-304,-596,464
-304,-596,464
-304,-596,464
-304,-596,464
-304,-596,464
-312,-588,395
-312,-588,395
-312,-588,395
-312,-588,395
-312,-588,395
-320,-582,325
-320,-582,325
-320,-582,325
-316,-563,246
-316,-563,246
-316,-563,246
-316,-563,246
-303,-535,178
-303,-535,178
-303,-535,178
-303,-535,178
-303,-535,178
-276,-507,106
-276,-507,106
-276,-507,106
-262,-463,63
-262,-463,63
-262,-463,63
-262,-463,63
-262,-463,63
-259,-424,34
-259,-424,34
-259,-424,34
-259,-424,34
-259,-424,34
-239,-352,-3
-239,-352,-3
-239,-352,-3
-228,-344,-34
-228,-344,-34
-228,-344,-34
-228,-344,-34
-228,-344,-34
-205,-318,-44
-205,-318,-44
-205,-318,-44
-205,-318,-44
-205,-318,-44
-270,-296,-47
-270,-296,-47
-270,-296,-47
-270,-296,-47
-270,-296,-47
-270,-296,-47
-270,-296,-47
-270,-296,-47
-270,-296,-47
-149,-183,-96
-149,-183,-96
-149,-183,-96
-149,-183,-96
-149,-183,-96
-180,-127,-96
-180,-127,-96
-180,-127,-96
-180,-127,-96
-180,-127,-96
-140,-85,-93
-140,-85,-93
-140,-85,-93
-140,-85,-93
-140,-85,-93
-161,-86,-101
-161,-86,-101
-161,-86,-101
-161,-86,-101
-161,-86,-101
-144,-51,-98
-144,-51,-98
-144,-51,-98
-144,-51,-98
-185,11,-78
-185,11,-78
-185,11,-78
-185,11,-78
-242,95,-38
-242,95,-38
-242,95,-38
-242,95,-38
-262,198,13
-262,198,13
-262,198,13
-262,198,13
-269,210,44
-269,210,44
-269,210,44
-269,210,44
-269,210,44
-291,267,96
-291,267,96
-291,267,96
-291,267,96
-291,267,96
-291,267,96
-291,267,96
-291,267,96
-291,267,96
-291,267,96
-244,396,263
-244,396,263
-244,396,263
-244,396,263
-226,428,333
-226,428,333
-226,428,333
-226,428,333
-226,428,333
-212,439,416
-212,439,416
-212,439,416
-212,439,416
-204,431,502
-204,431,502
-204,431,502
-204,431,502
-225,398,558
-225,398,558
-225,398,558
-225,398,558
-225,398,558
-225,357,620
-225,357,620
-225,357,620
-225,357,620
-217,329,658
-217,329,658
-217,329,658
-217,329,658
-217,329,658
-201,288,721
-201,288,721
-201,288,721
-201,288,721
-193,248,754
-193,248,754
-193,248,754
-193,248,754
-193,248,754
-170,201,788
-170,201,788
-170,201,788
-170,201,788
-95,177,802
-95,177,802
-95,177,802
-95,177,802
-85,230,828
-85,230,828
-85,230,828
-85,230,828
-44,206,832
-44,206,832
-44,206,832
-44,206,832
-44,206,832
35,197,824
35,197,824
35,197,824
35,197,824
171,202,796
171,202,796
171,202,796
171,202,796
226,218,745
226,218,745
226,218,745
226,218,745
226,218,745
276,230,717
276,230,717
276,230,717
276,230,717
321,210,699
321,210,699
321,210,699
321,210,699
387,185,656
387,185,656
387,185,656
387,185,656
387,185,656
440,165,638
440,165,638
440,165,638
440,165,638
472,126,601
472,126,601
472,126,601
472,126,601
500,105,572
500,105,572
500,105,572
500,105,572
500,105,572
513,66,555
513,66,555
513,66,555
513,66,555
513,66,555
544,45,520
544,45,520
544,45,520
560,14,557
560,14,557
560,14,557
560,14,557
560,14,557
544,-18,564
544,-18,564
544,-18,564
544,-18,564
544,-18,564
560,-52,575
560,-52,575
560,-52,575
560,-52,575
567,-76,585
567,-76,585
567,-76,585
567,-76,585
545,-86,584
545,-86,584
545,-86,584
555,-112,634
555,-112,634
555,-112,634
563,-131,609
563,-131,609
563,-131,609
563,-131,609
562,-141,615
562,-141,615
562,-141,615
562,-141,615
539,-140,622
539,-140,622
539,-140,622
539,-140,622
529,-196,631
529,-196,631
529,-196,631
529,-196,631
529,-196,631
544,-297,555
544,-297,555
544,-297,555
544,-297,555
546,-334,504
546,-334,504
546,-334,504
546,-334,504
513,-423,495
513,-423,495
513,-423,495
513,-423,495
513,-423,495
500,-512,438
500,-512,438
500,-512,438
500,-512,438
442,-537,421
442,-537,421
442,-537,421
442,-537,421
368,-612,420
368,-612,420
368,-612,420
368,-612,420
368,-612,420
368,-612,420
316,-665,413
316,-665,413
316,-665,413
316,-665,413
316,-665,413
245,-692,410
245,-692,410
245,-692,410
245,-692,410
184,-715,386
184,-715,386
184,-715,386
184,-715,386
184,-715,386
151,-727,360
151,-727,360
151,-727,360
151,-727,360
134,-730,351
134,-730,351
134,-730,351
134,-730,351
124,-744,346
124,-744,346
124,-744,346
124,-744,346
124,-744,346
104,-701,347
104,-701,347
104,-701,347
104,-701,347
87,-721,342
87,-721,342
87,-721,342
87,-721,342
101,-697,315
101,-697,315
101,-697,315
101,-697,315
101,-697,315
127,-711,263
127,-711,263
127,-711,263
127,-711,263
127,-711,263
114,-721,268
114,-721,268
114,-721,268
114,-721,268
114,-721,268
74,-730,311
74,-730,311
74,-730,311
74,-730,311
74,-730,311
68,-728,321
68,-728,321
68,-728,321
68,-728,321
65,-730,300
65,-730,300
65,-730,300
65,-730,300
65,-730,300
72,-722,292
72,-722,292
72,-722,292
72,-722,292
72,-722,292
66,-713,262
66,-713,262
66,-713,262
66,-713,262
36,-720,268
36,-720,268
36,-720,268
36,-720,268
36,-720,268
36,-720,268
36,-720,268
36,-720,268
36,-720,268
36,-720,268
36,-720,268
-55,-708,333
-55,-708,333
-55,-708,333
-55,-708,333
-55,-708,333
-117,-700,373
-117,-700,373
-117,-700,373
-167,-676,414
-167,-676,414
-167,-676,414
-167,-676,414
-167,-676,414
-194,-668,420
-194,-668,420
-194,-668,420
-194,-668,420
-194,-668,420
-244,-640,434
-244,-640,434
-244,-640,434
-244,-640,434
-288,-596,477
-288,-596,477
-288,-596,477
-288,-596,477
-288,-596,477
-320,-576,471
-320,-576,471
-320,-576,471
-320,-576,471
-399,-527,484
-399,-527,484
-399,-527,484
-399,-527,484
-416,-505,443
-416,-505,443
-416,-505,443
-416,-505,443
-416,-505,443
-432,-456,428
-432,-456,428
-432,-456,428
-481,-424,429
-481,-424,429
-481,-424,429
-481,-424,429
-516,-372,421
-516,-372,421
-516,-372,421
-516,-372,421
-516,-372,421
-496,-347,416
-496,-347,416
-496,-347,416
-496,-347,416
-512,-322,423
-512,-322,423
-512,-322,423
-512,-322,423
-515,-307,401
-515,-307,401
-515,-307,401
-515,-307,401
-515,-307,401
-550,-281,393
-550,-281,393
-550,-281,393
-550,-281,393
-520,-258,378
-520,-258,378
-520,-258,378
-520,-258,378
-559,-227,404
-559,-227,404
-559,-227,404
-559,-227,404
-559,-227,404
-544,-146,440
-544,-146,440
-544,-146,440
-544,-146,440
-545,-53,486
-545,-53,486
-545,-53,486
-512,41,524
-512,41,524
-512,41,524
-512,41,524
-512,41,524
-484,110,564
-484,110,564
-484,110,564
-424,189,645
-424,189,645
-424,189,645
-424,189,645
-357,196,694
-357,196,694
-357,196,694
-357,196,694
-264,226,724
-264,226,724
-264,226,724
-264,226,724
-168,294,729
-168,294,729
-168,294,729
-168,294,729
-59,351,706
-59,351,706
-59,351,706
-59,351,706
22,401,646
22,401,646
22,401,646
22,401,646
22,401,646
44,425,584
44,425,584
44,425,584
44,425,584
44,425,584
13,465,606
13,465,606
13,465,606
13,465,606
13,465,606
-28,420,576
-28,420,576
-28,420,576
-28,420,576
-33,440,569
-33,440,569
-33,440,569
-33,440,569
-69,442,559
-69,442,559
-69,442,559
-69,442,559
-77,462,548
-77,462,548
-77,462,548
-77,462,548
-77,462,548
-67,445,543
-67,445,543
-67,445,543
-67,445,543
-46,461,530
-46,461,530
-46,461,530
-46,461,530
10,454,494
10,454,494
10,454,494
10,454,494
-30,477,486
-30,477,486
-30,477,486
-30,477,486
-30,477,486
-44,476,486
-44,476,486
-44,476,486
-44,476,486
-44,476,486
-35,479,459
-35,479,459
-35,479,459
-35,479,459
-35,479,459
-44,473,442
-44,473,442
-44,473,442
-44,473,442
-67,474,437
-67,474,437
-67,474,437
-67,474,437
-67,474,437
-51,475,423
-51,475,423
-51,475,423
-65,479,383
-65,479,383
-65,479,383
-65,479,383
-77,481,341
-77,481,341
-77,481,341
-77,481,341
-77,481,341
-102,496,282
-102,496,282
-102,496,282
-102,496,282
-102,496,282
-130,444,255
-130,444,255
-130,444,255
-130,444,255
-130,454,264
-130,454,264
-130,454,264
-130,454,264
-130,454,264
-126,447,254
-126,447,254
-126,447,254
-126,447,254
-57,457,254
-57,457,254
-57,457,254
-57,457,254
34,459,248
34,459,248
34,459,248
34,459,248
128,450,233
128,450,233
128,450,233
128,450,233
128,450,233
85,448,226
85,448,226
85,448,226
85,448,226
108,436,237
108,436,237
108,436,237
108,436,237
175,454,236
175,454,236
175,454,236
175,454,236
175,454,236
220,428,270
220,428,270
220,428,270
220,428,270
248,420,260
248,420,260
248,420,260
248,420,260
295,386,273
295,386,273
295,386,273
295,386,273
295,386,273
311,394,311
311,394,311
311,394,311
311,394,311
311,394,311
331,399,324
331,399,324
331,399,324
331,399,324
293,397,348
293,397,348
293,397,348
293,397,348
293,397,348
307,386,392
307,386,392
307,386,392
307,386,392
355,405,394
